bathrooms,bedrooms,list_price,latitude,longitude,lot_sqft,sqft,year_from_now,APT_type,COND_type,COOP_type,Country Homes/Acreag_type,FARM_type,LAND_type,MULT_type,OTHER_type,RENT_type,RESI_type,Timeshare_type,actual rent
-1.913737593,-0.296535015,-0.289772559,-0.592633606,-0.06520846,-0.006926431,-0.236010004,-0.326187171,0,0,0,0,0,1,0,0,0,0,0,1550
-1.177769823,-1.088234456,-0.294385662,0.204857473,-1.427573186,-0.118043948,-0.880513214,1.193615987,0,0,0,0,0,0,0,0,0,1,0,2000
1.030133487,1.286863867,0.793452358,-1.254915856,0.880102608,-0.106808636,0.974472127,0.129753776,0,0,0,0,0,0,0,0,0,1,0,12664
-0.441802053,-0.296535015,-0.300650369,-0.90220459,0.729030794,-0.102504675,-0.591181407,1.07963075,0,0,0,0,0,0,0,0,0,1,0,1550
1.766101257,1.286863867,-0.186404881,-0.390829924,-0.026501344,-0.095146142,0.053925836,-0.212201935,0,0,0,0,0,0,0,0,0,1,0,2536
1.103730264,0.495164426,-0.177064772,1.549120755,0.384517087,-0.106808636,0.501514289,-0.516162566,0,0,0,0,0,0,0,0,0,1,0,2953
-0.368205276,0.495164426,-0.291481115,0.077735873,-0.156567958,-0.096804338,-0.242050334,-1.238069066,0,0,0,0,0,0,0,0,0,1,0,875
-0.441802053,-1.088234456,-0.197510499,-1.234073638,0.887896207,-0.106808636,-0.877493049,-0.516162566,1,0,0,0,0,0,0,0,0,0,0,2500
1.030133487,1.286863867,0.295123335,-1.131278152,0.888548091,0.06717335,1.334475795,-0.02222654,0,0,0,0,0,0,0,0,0,1,0,7585
-1.177769823,-1.879933897,-0.326221767,-1.244198629,0.887163674,-0.106808636,-1.026085167,0.73767504,1,0,0,0,0,0,0,0,0,0,0,1550
-0.441802053,-0.296535015,-0.317109465,-1.034683995,0.768960903,-0.046925246,-0.571852352,0.129753776,0,0,0,0,0,0,0,0,0,1,0,1800
-0.441802053,-1.088234456,-0.282995284,1.564840672,0.421705901,-0.106808636,-0.45466995,-0.326187171,1,0,0,0,0,0,0,0,0,0,0,2100
2.502069027,1.286863867,0.382829243,0.533849951,-1.253703343,-0.068794144,2.551602289,-0.858118277,0,0,0,0,0,0,0,0,0,1,0,7612
1.030133487,0.495164426,-0.009569268,-1.14647266,0.879046912,-0.106808636,0.68091209,-1.162078909,0,0,0,0,0,0,0,0,0,1,0,4223
1.030133487,1.286863867,0.081496802,-0.90544684,0.730341257,-0.091742476,0.770308974,0.319729171,0,0,0,0,0,0,0,0,0,1,0,5749
1.766101257,0.495164426,0.592981711,1.368159865,1.283604979,0.007436948,1.075949671,1.763542172,0,0,0,0,0,0,0,0,0,1,0,7844
-0.441802053,1.286863867,0.451741028,0.462236624,-1.597649056,0.597492969,1.502396969,-1.200073988,0,0,0,0,0,0,0,0,0,1,0,5890
-0.441802053,-0.296535015,-0.314261871,1.540280603,0.422375507,-0.106808636,-0.907694699,1.041635671,0,0,0,0,0,0,0,0,0,1,0,1500
-1.913737593,-0.296535015,-0.359823381,-0.592604543,0.008252071,-0.110997763,-0.236010004,-0.326187171,0,0,0,0,0,1,0,0,0,0,0,1100
-0.368205276,0.495164426,-0.345642361,-0.044175347,-0.100818319,0.653517952,-0.084397721,0.547699645,0,0,0,0,0,0,0,0,0,1,0,975
0.294165717,0.495164426,0.05250829,-1.204410898,0.887095346,-0.106808636,0.008623361,1.421586461,0,0,0,0,0,0,0,0,0,1,0,3834
